number,code,url-name,filename,emoji,emoji-symbol,link,title,file-info
0128,U+1F495,two-hearts,0128-two-hearts.md,two_hearts,💕,permalink: 💕.html,two hearts,"---
layout: smileys&emotion
title: two hearts
emoji: two_hearts
permalink: 💕.html
---"
0129,U+1F49F,heart-decoration,0129-heart-decoration.md,heart_decoration,💟,permalink: 💟.html,heart decoration,"---
layout: smileys&emotion
title: heart decoration
emoji: heart_decoration
permalink: 💟.html
---"
0130,U+2763,heart-exclamation,0130-heart-exclamation.md,heart_exclamation,❣,permalink: ❣.html,heart exclamation,"---
layout: smileys&emotion
title: heart exclamation
emoji: heart_exclamation
permalink: ❣.html
---"
0131,U+1F494,broken-heart,0131-broken-heart.md,broken_heart,💔,permalink: 💔.html,broken heart,"---
layout: smileys&emotion
title: broken heart
emoji: broken_heart
permalink: 💔.html
---"
0132,U+2764-U+FE0F-U+200D-U+1F525,heart-on-fire,0132-heart-on-fire.md,heart_on_fire,❤️‍🔥,permalink: ❤️‍🔥.html,heart on fire,"---
layout: smileys&emotion
title: heart on fire
emoji: heart_on_fire
permalink: ❤️‍🔥.html
---"
0133,U+2764-U+FE0F-U+200D-U+1FA79,mending-heart,0133-mending-heart.md,mending_heart,❤️‍🩹,permalink: ❤️‍🩹.html,mending heart,"---
layout: smileys&emotion
title: mending heart
emoji: mending_heart
permalink: ❤️‍🩹.html
---"
0134,U+2764,red-heart,0134-red-heart.md,red_heart,❤,permalink: ❤.html,red heart,"---
layout: smileys&emotion
title: red heart
emoji: red_heart
permalink: ❤.html
---"
0135,U+1F9E1,orange-heart,0135-orange-heart.md,orange_heart,🧡,permalink: 🧡.html,orange heart,"---
layout: smileys&emotion
title: orange heart
emoji: orange_heart
permalink: 🧡.html
---"
0136,U+1F49B,yellow-heart,0136-yellow-heart.md,yellow_heart,💛,permalink: 💛.html,yellow heart,"---
layout: smileys&emotion
title: yellow heart
emoji: yellow_heart
permalink: 💛.html
---"
0137,U+1F49A,green-heart,0137-green-heart.md,green_heart,💚,permalink: 💚.html,green heart,"---
layout: smileys&emotion
title: green heart
emoji: green_heart
permalink: 💚.html
---"
0138,U+1F499,blue-heart,0138-blue-heart.md,blue_heart,💙,permalink: 💙.html,blue heart,"---
layout: smileys&emotion
title: blue heart
emoji: blue_heart
permalink: 💙.html
---"
0139,U+1F49C,purple-heart,0139-purple-heart.md,purple_heart,💜,permalink: 💜.html,purple heart,"---
layout: smileys&emotion
title: purple heart
emoji: purple_heart
permalink: 💜.html
---"
0140,U+1F90E,brown-heart,0140-brown-heart.md,brown_heart,🤎,permalink: 🤎.html,brown heart,"---
layout: smileys&emotion
title: brown heart
emoji: brown_heart
permalink: 🤎.html
---"
0141,U+1F5A4,black-heart,0141-black-heart.md,black_heart,🖤,permalink: 🖤.html,black heart,"---
layout: smileys&emotion
title: black heart
emoji: black_heart
permalink: 🖤.html
---"
0142,U+1F90D,white-heart,0142-white-heart.md,white_heart,🤍,permalink: 🤍.html,white heart,"---
layout: smileys&emotion
title: white heart
emoji: white_heart
permalink: 🤍.html
---"
0143,U+1F4AF,hundred-points,0143-hundred-points.md,hundred_points,💯,permalink: 💯.html,hundred points,"---
layout: smileys&emotion
title: hundred points
emoji: hundred_points
permalink: 💯.html
---"
0144,U+1F4A2,anger-symbol,0144-anger-symbol.md,anger_symbol,💢,permalink: 💢.html,anger symbol,"---
layout: smileys&emotion
title: anger symbol
emoji: anger_symbol
permalink: 💢.html
---"
0145,U+1F4A5,collision,0145-collision.md,collision,💥,permalink: 💥.html,collision,"---
layout: smileys&emotion
title: collision
emoji: collision
permalink: 💥.html
---"
0146,U+1F4AB,dizzy,0146-dizzy.md,dizzy,💫,permalink: 💫.html,dizzy,"---
layout: smileys&emotion
title: dizzy
emoji: dizzy
permalink: 💫.html
---"
0147,U+1F4A6,sweat-droplets,0147-sweat-droplets.md,sweat_droplets,💦,permalink: 💦.html,sweat droplets,"---
layout: smileys&emotion
title: sweat droplets
emoji: sweat_droplets
permalink: 💦.html
---"
0148,U+1F4A8,dashing-away,0148-dashing-away.md,dashing_away,💨,permalink: 💨.html,dashing away,"---
layout: smileys&emotion
title: dashing away
emoji: dashing_away
permalink: 💨.html
---"
0149,U+1F573,hole,0149-hole.md,hole,🕳,permalink: 🕳.html,hole,"---
layout: smileys&emotion
title: hole
emoji: hole
permalink: 🕳.html
---"
0150,U+1F4A3,bomb,0150-bomb.md,bomb,💣,permalink: 💣.html,bomb,"---
layout: smileys&emotion
title: bomb
emoji: bomb
permalink: 💣.html
---"
0151,U+1F4AC,speech-balloon,0151-speech-balloon.md,speech_balloon,💬,permalink: 💬.html,speech balloon,"---
layout: smileys&emotion
title: speech balloon
emoji: speech_balloon
permalink: 💬.html
---"
0152,U+1F441-U+FE0F-U+200D-U+1F5E8-U+FE0F,eye-in-speech-bubble,0152-eye-in-speech-bubble.md,eye_in_speech_bubble,👁️‍🗨️,permalink: 👁️‍🗨️.html,eye in speech bubble,"---
layout: smileys&emotion
title: eye in speech bubble
emoji: eye_in_speech_bubble
permalink: 👁️‍🗨️.html
---"
0153,U+1F5E8,left-speech-bubble,0153-left-speech-bubble.md,left_speech_bubble,🗨,permalink: 🗨.html,left speech bubble,"---
layout: smileys&emotion
title: left speech bubble
emoji: left_speech_bubble
permalink: 🗨.html
---"
0154,U+1F5EF,right-anger-bubble,0154-right-anger-bubble.md,right_anger_bubble,🗯,permalink: 🗯.html,right anger bubble,"---
layout: smileys&emotion
title: right anger bubble
emoji: right_anger_bubble
permalink: 🗯.html
---"
0155,U+1F4AD,thought-balloon,0155-thought-balloon.md,thought_balloon,💭,permalink: 💭.html,thought balloon,"---
layout: smileys&emotion
title: thought balloon
emoji: thought_balloon
permalink: 💭.html
---"
0156,U+1F4A4,zzz,0156-zzz.md,zzz,💤,permalink: 💤.html,zzz,"---
layout: smileys&emotion
title: zzz
emoji: zzz
permalink: 💤.html
---"
0157,U+1F44B,waving-hand,0157-waving-hand.md,waving_hand,👋,permalink: 👋.html,waving hand,"---
layout: people&body
title: waving hand
emoji: waving_hand
permalink: 👋.html
---"
0158,U+1F91A,raised-back-of-hand,0158-raised-back-of-hand.md,raised_back_of_hand,🤚,permalink: 🤚.html,raised back of hand,"---
layout: people&body
title: raised back of hand
emoji: raised_back_of_hand
permalink: 🤚.html
---"
0159,U+1F590,hand-with-fingers-splayed,0159-hand-with-fingers-splayed.md,hand_with_fingers_splayed,🖐,permalink: 🖐.html,hand with fingers splayed,"---
layout: people&body
title: hand with fingers splayed
emoji: hand_with_fingers_splayed
permalink: 🖐.html
---"
0160,U+270B,raised-hand,0160-raised-hand.md,raised_hand,✋,permalink: ✋.html,raised hand,"---
layout: people&body
title: raised hand
emoji: raised_hand
permalink: ✋.html
---"
0161,U+1F596,vulcan-salute,0161-vulcan-salute.md,vulcan_salute,🖖,permalink: 🖖.html,vulcan salute,"---
layout: people&body
title: vulcan salute
emoji: vulcan_salute
permalink: 🖖.html
---"
0162,U+1F44C,OK-hand,0162-OK-hand.md,OK_hand,👌,permalink: 👌.html,OK hand,"---
layout: people&body
title: OK hand
emoji: OK_hand
permalink: 👌.html
---"
0163,U+1F90C,pinched-fingers,0163-pinched-fingers.md,pinched_fingers,🤌,permalink: 🤌.html,pinched fingers,"---
layout: people&body
title: pinched fingers
emoji: pinched_fingers
permalink: 🤌.html
---"
0164,U+1F90F,pinching-hand,0164-pinching-hand.md,pinching_hand,🤏,permalink: 🤏.html,pinching hand,"---
layout: people&body
title: pinching hand
emoji: pinching_hand
permalink: 🤏.html
---"
0165,U+270C,victory-hand,0165-victory-hand.md,victory_hand,✌,permalink: ✌.html,victory hand,"---
layout: people&body
title: victory hand
emoji: victory_hand
permalink: ✌.html
---"
0166,U+1F91E,crossed-fingers,0166-crossed-fingers.md,crossed_fingers,🤞,permalink: 🤞.html,crossed fingers,"---
layout: people&body
title: crossed fingers
emoji: crossed_fingers
permalink: 🤞.html
---"
0167,U+1F91F,love-you-gesture,0167-love-you-gesture.md,love_you_gesture,🤟,permalink: 🤟.html,love-you gesture,"---
layout: people&body
title: love-you gesture
emoji: love_you_gesture
permalink: 🤟.html
---"
0168,U+1F918,sign-of-the-horns,0168-sign-of-the-horns.md,sign_of_the_horns,🤘,permalink: 🤘.html,sign of the horns,"---
layout: people&body
title: sign of the horns
emoji: sign_of_the_horns
permalink: 🤘.html
---"
0169,U+1F919,call-me-hand,0169-call-me-hand.md,call_me_hand,🤙,permalink: 🤙.html,call me hand,"---
layout: people&body
title: call me hand
emoji: call_me_hand
permalink: 🤙.html
---"
0170,U+1F448,backhand-index-pointing-left,0170-backhand-index-pointing-left.md,backhand_index_pointing_left,👈,permalink: 👈.html,backhand index pointing left,"---
layout: people&body
title: backhand index pointing left
emoji: backhand_index_pointing_left
permalink: 👈.html
---"
0171,U+1F449,backhand-index-pointing-right,0171-backhand-index-pointing-right.md,backhand_index_pointing_right,👉,permalink: 👉.html,backhand index pointing right,"---
layout: people&body
title: backhand index pointing right
emoji: backhand_index_pointing_right
permalink: 👉.html
---"
0172,U+1F446,backhand-index-pointing-up,0172-backhand-index-pointing-up.md,backhand_index_pointing_up,👆,permalink: 👆.html,backhand index pointing up,"---
layout: people&body
title: backhand index pointing up
emoji: backhand_index_pointing_up
permalink: 👆.html
---"
0173,U+1F595,middle-finger,0173-middle-finger.md,middle_finger,🖕,permalink: 🖕.html,middle finger,"---
layout: people&body
title: middle finger
emoji: middle_finger
permalink: 🖕.html
---"
0174,U+1F447,backhand-index-pointing-down,0174-backhand-index-pointing-down.md,backhand_index_pointing_down,👇,permalink: 👇.html,backhand index pointing down,"---
layout: people&body
title: backhand index pointing down
emoji: backhand_index_pointing_down
permalink: 👇.html
---"
0175,U+261D,index-pointing-up,0175-index-pointing-up.md,index_pointing_up,☝,permalink: ☝.html,index pointing up,"---
layout: people&body
title: index pointing up
emoji: index_pointing_up
permalink: ☝.html
---"
0176,U+1F44D,thumbs-up,0176-thumbs-up.md,thumbs_up,👍,permalink: 👍.html,thumbs up,"---
layout: people&body
title: thumbs up
emoji: thumbs_up
permalink: 👍.html
---"
0177,U+1F44E,thumbs-down,0177-thumbs-down.md,thumbs_down,👎,permalink: 👎.html,thumbs down,"---
layout: people&body
title: thumbs down
emoji: thumbs_down
permalink: 👎.html
---"
0178,U+270A,raised-fist,0178-raised-fist.md,raised_fist,✊,permalink: ✊.html,raised fist,"---
layout: people&body
title: raised fist
emoji: raised_fist
permalink: ✊.html
---"
0179,U+1F44A,oncoming-fist,0179-oncoming-fist.md,oncoming_fist,👊,permalink: 👊.html,oncoming fist,"---
layout: people&body
title: oncoming fist
emoji: oncoming_fist
permalink: 👊.html
---"
0180,U+1F91B,left-facing-fist,0180-left-facing-fist.md,left_facing_fist,🤛,permalink: 🤛.html,left-facing fist,"---
layout: people&body
title: left-facing fist
emoji: left_facing_fist
permalink: 🤛.html
---"
0181,U+1F91C,right-facing-fist,0181-right-facing-fist.md,right_facing_fist,🤜,permalink: 🤜.html,right-facing fist,"---
layout: people&body
title: right-facing fist
emoji: right_facing_fist
permalink: 🤜.html
---"
0182,U+1F44F,clapping-hands,0182-clapping-hands.md,clapping_hands,👏,permalink: 👏.html,clapping hands,"---
layout: people&body
title: clapping hands
emoji: clapping_hands
permalink: 👏.html
---"
0183,U+1F64C,raising-hands,0183-raising-hands.md,raising_hands,🙌,permalink: 🙌.html,raising hands,"---
layout: people&body
title: raising hands
emoji: raising_hands
permalink: 🙌.html
---"
0184,U+1F450,open-hands,0184-open-hands.md,open_hands,👐,permalink: 👐.html,open hands,"---
layout: people&body
title: open hands
emoji: open_hands
permalink: 👐.html
---"
0185,U+1F932,palms-up-together,0185-palms-up-together.md,palms_up_together,🤲,permalink: 🤲.html,palms up together,"---
layout: people&body
title: palms up together
emoji: palms_up_together
permalink: 🤲.html
---"
0186,U+1F91D,handshake,0186-handshake.md,handshake,🤝,permalink: 🤝.html,handshake,"---
layout: people&body
title: handshake
emoji: handshake
permalink: 🤝.html
---"
0187,U+1F64F,folded-hands,0187-folded-hands.md,folded_hands,🙏,permalink: 🙏.html,folded hands,"---
layout: people&body
title: folded hands
emoji: folded_hands
permalink: 🙏.html
---"
0188,U+270D,writing-hand,0188-writing-hand.md,writing_hand,✍,permalink: ✍.html,writing hand,"---
layout: people&body
title: writing hand
emoji: writing_hand
permalink: ✍.html
---"
0189,U+1F485,nail-polish,0189-nail-polish.md,nail_polish,💅,permalink: 💅.html,nail polish,"---
layout: people&body
title: nail polish
emoji: nail_polish
permalink: 💅.html
---"
0190,U+1F933,selfie,0190-selfie.md,selfie,🤳,permalink: 🤳.html,selfie,"---
layout: people&body
title: selfie
emoji: selfie
permalink: 🤳.html
---"
0191,U+1F4AA,flexed-biceps,0191-flexed-biceps.md,flexed_biceps,💪,permalink: 💪.html,flexed biceps,"---
layout: people&body
title: flexed biceps
emoji: flexed_biceps
permalink: 💪.html
---"
0192,U+1F9BE,mechanical-arm,0192-mechanical-arm.md,mechanical_arm,🦾,permalink: 🦾.html,mechanical arm,"---
layout: people&body
title: mechanical arm
emoji: mechanical_arm
permalink: 🦾.html
---"
0193,U+1F9BF,mechanical-leg,0193-mechanical-leg.md,mechanical_leg,🦿,permalink: 🦿.html,mechanical leg,"---
layout: people&body
title: mechanical leg
emoji: mechanical_leg
permalink: 🦿.html
---"
0194,U+1F9B5,leg,0194-leg.md,leg,🦵,permalink: 🦵.html,leg,"---
layout: people&body
title: leg
emoji: leg
permalink: 🦵.html
---"
0195,U+1F9B6,foot,0195-foot.md,foot,🦶,permalink: 🦶.html,foot,"---
layout: people&body
title: foot
emoji: foot
permalink: 🦶.html
---"
0196,U+1F442,ear,0196-ear.md,ear,👂,permalink: 👂.html,ear,"---
layout: people&body
title: ear
emoji: ear
permalink: 👂.html
---"
0197,U+1F9BB,ear-with-hearing-aid,0197-ear-with-hearing-aid.md,ear_with_hearing_aid,🦻,permalink: 🦻.html,ear with hearing aid,"---
layout: people&body
title: ear with hearing aid
emoji: ear_with_hearing_aid
permalink: 🦻.html
---"
0198,U+1F443,nose,0198-nose.md,nose,👃,permalink: 👃.html,nose,"---
layout: people&body
title: nose
emoji: nose
permalink: 👃.html
---"
0199,U+1F9E0,brain,0199-brain.md,brain,🧠,permalink: 🧠.html,brain,"---
layout: people&body
title: brain
emoji: brain
permalink: 🧠.html
---"
0200,U+1FAC0,anatomical-heart,0200-anatomical-heart.md,anatomical_heart,🫀,permalink: 🫀.html,anatomical heart,"---
layout: people&body
title: anatomical heart
emoji: anatomical_heart
permalink: 🫀.html
---"
0201,U+1FAC1,lungs,0201-lungs.md,lungs,🫁,permalink: 🫁.html,lungs,"---
layout: people&body
title: lungs
emoji: lungs
permalink: 🫁.html
---"
0202,U+1F9B7,tooth,0202-tooth.md,tooth,🦷,permalink: 🦷.html,tooth,"---
layout: people&body
title: tooth
emoji: tooth
permalink: 🦷.html
---"
0203,U+1F9B4,bone,0203-bone.md,bone,🦴,permalink: 🦴.html,bone,"---
layout: people&body
title: bone
emoji: bone
permalink: 🦴.html
---"
0204,U+1F440,eyes,0204-eyes.md,eyes,👀,permalink: 👀.html,eyes,"---
layout: people&body
title: eyes
emoji: eyes
permalink: 👀.html
---"
0205,U+1F441,eye,0205-eye.md,eye,👁,permalink: 👁.html,eye,"---
layout: people&body
title: eye
emoji: eye
permalink: 👁.html
---"
0206,U+1F445,tongue,0206-tongue.md,tongue,👅,permalink: 👅.html,tongue,"---
layout: people&body
title: tongue
emoji: tongue
permalink: 👅.html
---"
0207,U+1F444,mouth,0207-mouth.md,mouth,👄,permalink: 👄.html,mouth,"---
layout: people&body
title: mouth
emoji: mouth
permalink: 👄.html
---"
0208,U+1F476,baby,0208-baby.md,baby,👶,permalink: 👶.html,baby,"---
layout: people&body
title: baby
emoji: baby
permalink: 👶.html
---"
0209,U+1F9D2,child,0209-child.md,child,🧒,permalink: 🧒.html,child,"---
layout: people&body
title: child
emoji: child
permalink: 🧒.html
---"
0210,U+1F466,boy,0210-boy.md,boy,👦,permalink: 👦.html,boy,"---
layout: people&body
title: boy
emoji: boy
permalink: 👦.html
---"
0211,U+1F467,girl,0211-girl.md,girl,👧,permalink: 👧.html,girl,"---
layout: people&body
title: girl
emoji: girl
permalink: 👧.html
---"
0212,U+1F9D1,person,0212-person.md,person,🧑,permalink: 🧑.html,person,"---
layout: people&body
title: person
emoji: person
permalink: 🧑.html
---"
0213,U+1F471,person-blond-hair,0213-person-blond-hair.md,person__blond_hair,👱,permalink: 👱.html,"""person: blond hair""","---
layout: people&body
title: ""person: blond hair""
emoji: person__blond_hair
permalink: 👱.html
---"
0214,U+1F468,man,0214-man.md,man,👨,permalink: 👨.html,man,"---
layout: people&body
title: man
emoji: man
permalink: 👨.html
---"
0215,U+1F9D4,person-beard,0215-person-beard.md,person__beard,🧔,permalink: 🧔.html,"""person: beard""","---
layout: people&body
title: ""person: beard""
emoji: person__beard
permalink: 🧔.html
---"
